yourlist:M201911176746803381A1F0E0DB47453E0216320D0D7341K	Entry
108615	P31513
199682	P26883
224373	Q8K2X3
114840	Q9NZJ5
107904	P49238
124804	Q5VU65
32401	P32466
212362	Q9CQA3
111420	P28340
276396	O59865
198296	Q61337
106971	P05026
36101	Q12672
246778	P25113
121536	O95104
279947	P17608
114329	Q96I99
123517	Q9H0Q0
231085	Q8QZX2
113945	Q16778
124986	Q8WVN8
199986	P63213
109164	Q7Z429
114219	Q9Y6R1
230634	Q8BW96
279172	Q09860
35345	P38920
110309	Q9P0L2
111049	P13725
117121	O95786
123953	Q96S15
111117	P55771
211868	Q9DB77
116879	Q12769
31174	P43601
33691	Q3E7B2
124877	Q8TDN4
122612	Q5QP82
132005	P59190
130142	P0CF97
120682	Q96HZ4
123601	Q8IUG1
125515	Q9BZQ8
121377	P57735
34054	P36009
117479	Q9H8Y8
110940	P23582
109967	Q92806
109076	P40197
108313	Q15723
213632	Q3U1J1
121077	Q9UN75
113202	P78381
114479	Q92772
119749	Q9HBF4
118043	Q9BXA9
113360	P25490
129891	Q8N349
126430	Q8NHY5
117715	Q9NZM1
122896	Q6UWM9
121016	Q9UBI6
113645	P51649
112377	Q11206
113549	Q9UK11
207542	Q9JL61
130923	Q6IQ16
119473	Q9BTA9
34984	P40554
252666	Q562B5
130830	Q86YS6
125955	P0C7I6
127952	Q8N3L3
110968	P78549
111275	Q93100
125022	Q9BUA6
106642	P28332
128149	Q8WU67
118981	Q9UL41
118844	Q96EU7
108567	O43915
126234	Q8TAX0
109095	P49683
114855	Q7LGC8
122808	Q9HAJ7
127276	Q8IWL3
124897	Q8TE69
122087	Q9HAS0
115536	Q9Y691
121618	Q9P2G9
109249	P06028
277756	O13652
114145	Q8IYR6
110692	Q14896
220001	Q91VC4
109703	P11717
126103	Q8NCW5
124240	Q6UX72
110026	P01042
120889	Q9NUY8
124009	Q8IUD6
112189	P60903
124173	Q9BY08
124680	Q8IYS2
18771	Q9FJA6
32466	Q04182
115969	Q9Y2U5
107196	P02748
106979	Q93084
131889	O75251
114607	O00559
119052	Q5QJE6
31595	P36027
119788	O95983
33739	P47069
117127	Q9Y2U8
127325	Q6GPH6
1776964	F5H8Y5
112313	P49908
126837	Q8TDB8
111110	Q02962
31004	P25619
126402	Q8WVJ2
122361	P82932
109194	P09210
42457	P17221
126761	Q9H3Y0
111092	P05120
609250	Q6L9T8
121302	Q3LIE5
115216	Q9H1P3
36865	P40075
121807	Q9UF11
122454	Q9BYW1
116802	Q14697
113543	O14771
123060	A6NKB5
34058	P36016
111653	Q9UQ72
123635	Q9BZA8
114755	O43396
114302	Q13158
31710	P11972
122514	Q9BZD6
107742	P24311
122774	Q9H999
206130	Q9QXX4
248179	Q00981
110706	P11055
123590	Q8TDF5
110863	Q96HA7
116337	Q9Y651
111244	P18669
109264	P16401
124464	Q8IZC6
121856	Q9HCN3
160259	Q864U1
107383	P20138
113010	P04637
248372	Q63429
122433	Q96HH9
120760	Q9NXH9
111165	Q14432
33105	P05738
119630	Q9Y234
111692	Q06323
109680	P01579
35576	P53845
36537	P38715
33161	P53150
250724	O88339
117444	O95926
228673	Q7TNC4
2961	P26569
116699	Q7Z333
122741	Q8N414
1776991	Q2HRD4
127612	Q7Z7G8
116336	O95989
111748	Q15678
204949	P31938
33934	P34230
566012	P31399
111908	Q92900
116468	Q96B26
128357	Q86UW1
32786	P15731
114407	Q9UI10
120918	Q9NSC7
205062	Q9Z2E3
123047	Q8TBM8
111888	Q14257
115537	Q9NQX3
110172	P53667
124876	Q8TD19
116986	Q8WW38
111263	P21439
112470	Q9H015
128692	Q8IYU8
115769	Q92624
119278	Q96PQ7
120254	Q9C0C4
123276	Q9H0B3
32561	Q12306
114946	Q9NXR7
41731	P34708
31537	Q06151
41073	G5EEH9
112152	Q9P2E9
247601	Q01717
126411	Q5TAB7
215561	Q80UK7
130013	Q14D33
119918	Q9NYK5
124554	Q9UF47
122970	Q96DB2
36224	Q12181
223832	Q91WG5
116215	Q6PI73
123859	Q9H0R4
201707	P70365
112661	Q9GZR5
119006	Q9UHD9
119725	Q9NYL2
123925	Q96JB6
109218	P13984
119124	Q9P2K5
120441	Q5HY92
129068	Q2QL34
124042	Q9BRA0
107215	P00918
127013	Q96T59
114832	Q6P2C8
122473	Q9BQ61
31448	Q06251
5698	Q84WU2
130174	Q86T96
35586	P53851
15289	Q5PNS9
22550,22548,21405,22549	P0DH99
22550,22548,21405,22549	Q0WL56
22550,22548,21405,22549	Q8GTY0
22550,22548,21405,22549	Q8W4H7
122825	Q5SY16
120416	Q8IYM2
249258	P60123
200058	P23818
199488	P14753
110200	Q08397
112515	P09234
116957	Q9UPR3
125805	Q6NXP6
115801	O75915
113341	P51811
202200	Q62074
32266	P12612
107763	P36551
201674	P12979
107341	Q16589
109537	P34931
114139	Q92945
32378	P38986
126019	Q8NEP7
212806	Q9DD03
114231	Q13242
212219	Q9DBF7
113032	P16562
120666	Q5VVQ6
117594	Q9H4L4
199299	Q9Z324
106985	P20648
138138	Q6ZWI9
107855	P28325
116464	O60645
112898	P01137
119322	Q9NWZ3
129396	Q8IU54
110705	Q9UKX2
118173	Q9BXW7
121148	Q9NRA8
107843	P67870
109825	P29218
123841	Q9BX63
278561	O14463
116739	Q92617
211966	Q9D6Z1
110857	P19838
34716	P22203
222625	Q99PU7
136630	C9JCN9
117268	O43155
127350	Q4G0M1
120157	Q6V1P9
109944	P17658
215665	Q7TQD2
121727	Q9HCG8
206171	Q9WV34
278857	O13790
122517	A0PJW6
118002	Q9BQI3
123589	Q8NC67
249268	P47858
112254	P13236
119274	Q9Y2S2
123563	Q9Y3Q8
116831	Q8TEM1
117331	O75467
117030	P45973
107547	P15882
111813	Q92696
124210	P58215
111950	Q13129
131564	Q96T66
115768	Q99985
111257	O95394
32457	Q04175
116452	Q9HCN4
131375	Q9NU63
34696	P22215
1776990	F5HDY6
118076	Q96P69
123958	Q9H094
115519	P40200
119969	Q9H6L5
134383	Q86WZ0
111719	Q05397
128622	Q8WV07
113194	P15374
202037	P41778
114129	Q99633
124357	Q96SL8
118943	Q8NDT2
109901	P26010
124007	Q9BSF8
120220	Q5H8A4
116184	P50579
198205	P53762
131647	Q5TA82
198693	P40201
128828	Q5MJ70
110437	P58340
212651	Q9CQ49
107406	P34810
110818	P07197
114412	O75131
127640	Q7L985
108912	P47871
122122	Q96JY6
277933	O13718
122237	Q9H9Q2
108593	O00358
116463	Q13185
121084	Q9UN74
123125	Q96JH7
111794	P06737
126540	Q8IW52
119315	Q9Y6B6
124938	Q96HR8
202897	P70426
107143	Q58F21
211569	Q9DAA6
130000	Q6ZP82
202141	P67778
110806	O00217
120624	Q96A29
114220	O43432
114241	O75907
278303	Q9P7S1
107120	P12644
114627	O75618
206064	P59941
111055	P32243
36817,34923	P0CX31
36817,34923	P0CX32
116711	Q8NBF6
198448	P07356
111887	Q15293
132009	Q6PCB7
125642	Q8NCR9
36157	Q02724
1776940	F5HDD0
115972	O43896
108941	Q06210
36836	P05694
111064	Q99571
110702	P13349
131091	Q5GFL6
212647	Q9DCE5
124261	Q7Z4H9
124855	Q0ZGT2
31965	Q12377
115755	O60506
116731	Q92552
112183	P26447
231123	Q80UZ2
112361	P29353
114870	Q92521
111353	Q13393
129719	Q8N9I5
116402	Q9Y225
126417	Q5T5C0
122260	Q8WU79
108382	O95677
125613	Q4VC12
127886	A2PYH4
115862	Q9BYM8
108487	Q9Y285
112788	O15119
203600	O88935
202133	P09411
18120	O82734
120570	Q1X8D7
120428	Q5VTL8
108841	Q99928
111002	Q04671
204516	O88952
216511	Q9DBY1
114255	O15438
120560	Q9NV31
120944	Q9ULE0
119486	Q9NYF0
118797	Q9Y676
116234	Q76EJ3
277988	Q09853
1151209	Q2XVP4
107691	Q02388
230556	Q3UFF7
112453	Q16348
119999	Q8IUH4
33235	P21243
128567	Q8IZJ1
118166	Q9NZL9
198569	P80317
230211	Q8VED5
120167	Q8TF65
130027	Q2TAA2
110299	O00462
120894	Q96MT7
246629	P63018
33534	P53337
575653	P0CG38
111872	P29558
114689	O14713
27319	Q9C7X7
108554	P21802
129619	Q6Q0C1
117545	Q8WV16
204424	P52479
30991	P00560
115391	Q9Y625
207543	Q8CHT1
110483	P00540
36877	P32598
35688	P17555
198389	O88738
110909	P29474
36331	P32486
116560	Q9Y2J0
160681	P0CH28
36103	Q02831
119217	Q9NQT5
569091	Q8NB50
112080	P62910
118846	Q9H0U6
115576	P49795
118858	Q9NPD8
109037	P09471
107614	O75503
128791	Q8N0U4
200145	P10922
121517	Q9BV38
111030	P41143
110949	Q15761
106775,106773,106774	P04745
111824	P54727
124165	Q8NB14
278907	O13823
116174	Q92989
122049	Q9H4D0
116161	Q13015
123648	Q6NSX1
112379	Q11203
123607	Q71SY5
128441	Q6ZMB5
125051	Q86UW7
128277	Q5TA78
122409	Q9UJL9
114321	Q9UBN6
33755	P41543
116779	Q14156
124076	Q3MIS6
113137	Q9NNX1
125870	Q86XA0
115140	Q93075
122850	Q96QE5
248297	P40112
119698	Q9UH90
128403	Q8IY51
116139	Q9Y4W6
111190	Q15119
158123	P02769
248630	P55161
107542	Q13231
116400	Q9BUL8
127943	Q6PIY7
122162	Q9H0H3
248168	Q07066
120278	Q9NP81
208002	Q78PY7
116924	Q9NQC1
123194	Q9HAI6
108857	P51570
109156	Q13003
106893	P40616
117710	Q9NRA2
109576	P32314
201811	Q61982
113893	P11678
250852	Q03114
106981	Q01814
126379	Q96BQ5
119271	Q9Y2R9
114400	Q13042
120419	Q8N302
215635	Q9D6J6
1777024	Q2HRD3
111155	Q00537
115711	O75325
35489	P32497
234574	Q8BLK3
120150	Q9NXW2
277841	Q9P7X4
122054	Q9NSI8
112872	P54274
114973	O75376
117352	P30044
123240	Q9BZM5
114362	O14508
126010	Q8NAX2
115708	Q92802
13904	P29525
120002	Q6UY14
118172	Q9BXQ6
110591	P26927
124218	Q9BXY8
247649	Q03061
121235	Q6ZRI6
116861	Q6IQ26
235105	P10854
115962	O75678
109041	P11488
108458	P03951
124386	Q8N594
109440	O43365
35559	P53833
131998	Q5SZB4
111247	P52209
126704	Q8TEV9
113526	Q16670
262874	Q5U2Z3
106670	O94973
117007	Q9UN42
124145	Q9BYG5
115789	O75792
112517	P62316
116772	Q15061
199709	P35917
119301	Q8WVT3
229849	Q5SVQ0
131532	A1A4G5
109884	P08648
127592	Q96S96
107545	P24386
124223	Q8TEQ8
115217	O94844
129154	Q7RTS3
116335	Q9UKK9
16936	O50008
277191	O94309
115823	O15304
32011	P20604
130064	Q6ZSS3
115132	O43312
135153	Q6J272
111105	O60260
205070	Q60996
108017	P39656
107604	O00299
129089	Q8N9N7
131121	Q6MZM0
123027	Q8IV53
122784	A1A4S6
128387	Q6IQ22
276818	Q9USU5
31157	P43592
204496	P63024
115006	Q8IWJ2
29443	Q94A97
108002	P07585
121236	Q9P2Z0
121128	Q6YP21
119480	Q7L3S4
114023	Q92630
120926	Q9P104
199245	P11531
110836	P21359
115572	Q6UX04
278026	P24487
129336	Q8IZJ4
117328	O95336
110992	P00973
115185	Q2KHM9
239120	Q80VI1
119814	Q8NEV4
33588	P27614
112936	P43699
123897	Q96P65
201170	Q9WVG5
276959	O60155
127425	Q504Y3
114913	O14683
34553	P25043
129462	Q9H2C8
123730	Q96Q05
279520	Q9P6K7
246610	P17945
120743	Q9NXV6
31743	P31382
1022023	P02879
128116	Q8TD23
132908	A6NGG8
136015	Q5SWW7
129460	Q8NEV1
129224	O14931
131050	Q6S8J7
123907	Q8TED0
126069	Q5T1A1
35159	P27692
127056	Q6UXH8
129569	O43716
110228	Q06643
127975	Q8IWU4
115417	Q92878
109771	Q9NPH3
277764	O13640
248449	Q7TMA5
98233	Q05116
31491	Q05947
119417	Q8TCC3
121979	Q96PZ2
128477	Q3ZAQ7
122106	Q9H5Q4
229012	Q8K1J5
112547	P35716
203149	O08547
110750	P54802
106961	P31939
123529	Q8NBS9
111091	P05121
114326	Q9NR20
127017	Q2M2E3
123701	Q8NF64
124417	Q3MUY2
110453	Q7Z4N2
34070	P35725
33985	P00950
120524	Q9NVE7
118793	Q9Y6E2
125208	Q96FK6
122227	Q96S65
119711	Q9NZ71
230874	O54714
109235	Q02747
231295	Q8K0V4
119358	Q0VDF9
217041	Q4VAE3
34549	P33302
118784	Q9Y2Q9
115719	O00165
130316	Q4G163
126160	Q5W186
116222	O75689
126182	Q2NKQ1
112085	Q969Q0
122283	Q8NFI3
122003	Q9H4Z3
119356	Q9NYQ3
117128	Q9Y5Z4
122203	Q9BXF9
120532	Q8N543
123795	Q9H1Z9
120569	Q9NV12
128789	A8MWY0
576335	Q6DKI2
109885	Q13683
279123	Q10490
107116,1529410	P35226
106613	P14621
128794	Q9ULK2
115642	Q9P0W2
112456	Q14916
107480	P17676
111046	P02763
114421	Q9BXS5
121169	Q9NQN1
110391	P08581
124903	Q8TEQ0
121620	Q9P2F9
108943	O00451
1205537	P04591
125551	Q96P47
122373	Q9BXS9
115641	Q86SE8
117445	Q9Y3V2
108062	Q16854
125911	Q562E7
126872	Q6WBX8
119530	Q9Y2J4
216498	Q8BT07
212190	Q9CQV6
130856	A8MQB3
107661	Q16281
108222	Q16610
111884	P02753
128633	Q96M91
115732	O43615
34699	Q12382
113235	P06132
107355	P09693
108006	P40126
229729	Q6A078
114387	O15055
118827	Q6PL18
122004	Q9NTX9
114409	P49770
127171	Q6GTS8
127951	Q7RTU3
125113	Q9P0S3
115371	O60706
107554	P08173
113220	P13051
117486	Q9Y468
113705	O75311
122429	Q8IZ21
109006	O94925
119397	Q5J8M3
31390	Q12354
201898	A3KGV1
116956	O75044
125488	Q96DZ7
34525	Q12375
277358	O60143
215364	Q9CXH7
113361	P31946
118848	Q9P032
107121	P22003
116707	Q9UH65
124339	Q5T4D3
120076	Q9ULG1
36660	P39976
114428	Q9UNS1
130626	Q8IUC1
134352	Q2MJR0
124306	Q96F45
125179	Q96RS0
224366	Q9JJ89
35691	P20081
111295	P37287
130974	Q8N9V2
33193	P53173
215128	Q8C5L3
126108	Q6UX65
128268	Q8NFZ8
115173	O60294
118785	Q9Y2R0
115060	Q15011
249201	Q62763
127977	Q8N9S9
218429	Q80YN3
202560	Q61550
128764	Q86VZ6
277267	O94609
117396	O95602
124834	Q96GF1
106835	P04114
119026	O95967
108263	O43921
111429	O15514
118787	Q96C86
128022	Q9H2U1
113140	O75386
113537	O95125
197950	Q9JI91
208480	Q69ZI1
35051	P23639
118866	Q9HD47
34455	Q08446
207570	P70671
111466	O14830
110226	P09960
120336	Q6IAA8
107052	O60241
107564	Q05901
121147	Q9NRJ3
121397	Q9HDC9
114818	Q9Y232
123141	Q5D1E8
110169	P49917
114722	Q14590
111231	Q16877
111435	P52435
126676	Q9H426
275274	O13370
568408	C9JQI7
110680	P22033
198654	P51480
198654	Q64364
204639	P23798
128504	Q5TEZ5
129629	Q86SX3
31842	Q12443
115269	O95747
111336	P04054
23500	Q9FZ48
115886	Q9NZI8
116312	Q16543
275295	O94519
111763	Q92932
34671	Q12134
35728	P48164
111602	P01236
117362	Q9UBM8
279083	Q09757
207916	Q9WUL7
117372	Q9BS18
33104	P28777
34659	P32563
127286	Q5TIA1
128114	P59044
114920	O96018
121332	Q9BUV0
111926	O00287
125414	Q8TE54
116679	Q9UL68
133735	A8MXV4
123523	Q96F44
207859	Q9ET47
114982	Q9Y5K2
128460	Q69YI7
124011	Q9BSD7
213532	Q69ZA1
115229	Q7L0J3
125761,609653	P86478
125761,609653	P86479
125761,609653	P86480
125761,609653	P86481
125761,609653	P86496
33770	P47089
128350	Q8NC69
124336	Q8NBU5
116911	Q68CZ1
127953	Q5SW24
131013	Q86YW5
127760	Q8N9Z9
123013	Q96K37
211906	Q9DCL9
124020	Q9BRX8
205046	Q8BV13
202968	P35980
115163	Q9UM82
36052	P35189
220297	Q923E4
114237	Q9Y4A0
199729	P47930
113182	P61088
32700	P02294
275742	Q9UU91
121880	Q9HB21
198534	P83917
248289	P18420
109814	Q13261
119597	Q9UDX5
276646	O42897
198718	O35718
117644	Q9UL45
127142	Q8TEY5
207846	P84096
106788	P12235
116740	Q9NYJ8
119297	Q9H1A3
32729	P38071
127736	Q15415
35544	P48566
121507	Q9HBM1
121041	Q9Y5G0
234572	Q8K3B1
113159	P62987
116942	Q9UEG4
115745	Q9UBU9
232560	Q7TSI3
114834	Q96PU8
276570	O94641
32794	P15873
109272,109273	P84243
207912	Q8BG60
132675	Q96QA6
576341,110895	P22392
111156	Q07002
114469	O95210
123802	Q9H3E2
112426	P48029
115333	O75340
236694	Q6P4T0
118980	Q9ULC6
111306	O75747
113990	Q02978
114805	Q96DI7
123270	Q8N693
122447	Q6UXF1
125347	Q96DN6
199370	Q07139
128732	Q6UWU4
128574	Q96KN9
128436	Q5VWX1
105397	Q5U5A6
107384	O43699
123737	Q9BQI9
199564	Q61188
276242	Q9P785
132979	Q6ZS27
32131	P38953
119148	Q9NYV9
112528	Q13425
117537	Q96DR7
19424	P35131
112358	Q15464
120583	Q8N5T2
113146	P10599
112625	Q9UNL2
251401	O35814
119273	P22466
275760	O74445
234542	Q3UHH1
31349	P41805
116080	Q08708
112799	Q12870
200307	Q9QZR5
279954	P79083
114273	P52179
110406	Q13296
125211	Q96S44
121730	Q8TEH3
108619	Q06787
224612	B1AYB6
125584	Q96PC2
117669	Q9GZV1
36006	P41817
115579	Q15772
108867	P17677
116278	O15504
112924	P10828
120431	Q8TC59
125594	Q96LW1
115286	Q14764
134882	Q6ZVZ8
279113	P40387
277068	P08096
122973	Q8NF37
109053	P61952
121817	Q9NS37
211448	Q99K95
129160	Q6ZS86
108142	Q16555
122206	Q9BXN2
123508	Q9BX95
112735	P21675
122465	Q9BWN1
228458	Q8R5K2
31993	P21954
110029	Q07866
31108	P01123
122816	Q8IXK2
109442	P20719
125284	Q969E3
119662	Q9Y272
212401	Q9CPU7
119577	Q9Y3C8
116359	Q5SZQ8
106881	P62745
110385	P50221
122034	Q9H2G4
122985	Q9BW27
114418	Q99829
120196	Q6NXG1
112037	P27694
129152	O95848
971471	P04296
124371	Q8ND25
113033	P13056
124170	Q9BX93
124992	Q86YJ5
109371	P13762
159869	Q3T0G8
108983	P51654
116302	Q8N2M8
201466	O89100
121572	Q9H0H0
114583	Q15276
127365	Q6PIS1
205208	Q9Z0Z3
124404	Q6N075
111562	P13861
107782	P06850
109579	P15516
113627	Q14493
280617	P87132
202307	P31361
129121	Q147U7
32043	Q12438
106836	P41238
126960	Q8IWY8
127129	Q96N38
36320	Q06537
116347	Q9NRL2
119892	Q9NVD3
111703	P34995
108799	P19526
229762	Q69ZW3
110052	P04259
121238	Q9NQZ5
119211	Q9Y3C7
114270	O60942
124844	Q5T124
108155	Q13474
231026	P58043
127548	Q9P0B6
109260	P07305
114489	O95833
114886	O15072
130297	Q86XE3
111189	Q15118
114701	Q9UND3
108612	P35916
117090	O95473
115313	Q9Y6J6
212822	Q91V41
132128	P60331
120702	Q8N336
117497	Q9H4L5
128492	Q8N944
119679	O95777
115667	Q96QB1
207842	Q9WUP7
120337	Q9NWS8
208019	O54984
107877	P26232
124638	Q5EBL2
109568	P61604
126449	A4D1T9
1678313	Q77PU6
120176	Q2NKX8
109682	P38484
166570	P02699
112289	Q99470
106850	P07288
121751	Q9H254
115526	Q13421
228697	P58801
116368	Q9UJ72
214872	Q69ZB0
120962	Q9NZ32
126802	Q86SS6
113022	P07951
123042	Q6ISB3
197945	P68033
34622	Q12206
125929	Q8N584
131211	A6NLU0
116187	Q99624
113218	P11172
123138	Q6I9Y2
128154	Q96HS1
115941	P27544
114655	Q96QZ7
200037	P11352
112865	P42680
111125	P61457
124545	Q9C0D5
123246	Q4VXU2
116450	O95905
124784	Q9BRH9
131941	Q7Z572
107271	P27824
109869	Q14653
575652	Q5VUJ5
127800	Q7Z699
115668	Q9Y2Q0
107227	O00555
125216	Q8NCI6
109340	P61086
110322	Q9UIS9
111282	O14832
128200	Q969X0
108464	O00519
109833	Q9UK53
112385	Q96FS4
127058	Q3SY17
115337	Q9Y223
121665	Q8TF72
610381	Q96FH0
122835	Q6PD74
121515	Q6NTF9
131169	A6NNT2
128958	Q8IUS5
211185	Q5RL79
121108	Q32MH5
277812	Q9P7X1
198571	P80313
106962	Q13315
121745	Q8TDY8
34096	P32861
277297	O42958
123023	Q9BSC4
125844	Q96MX0
115009	O75038
125457	Q96LJ7
34987	P40557
34109	P09798
114749	Q15029
113030	P13693
119671	Q9Y547
121756	Q96RU7
108381	O14944
120713	P16415
111361	O60240
113926,114459,113932,113928,113925	P0C0S8
108526	P22830
136057	Q8NAJ2
34435	P39875
108850	Q13069
111769	Q03393
204044	P11983
116718	Q2M1K9
200077	P27773
110131	P00338
121135	Q9NZH8
123981	Q8N5S9
120486	Q9NVN3
119596	Q8NEY8
115059	Q9Y5G5
198719	O35716
123687	Q9H0W7
112330	Q16629
117110	Q9Y2Y0
109358	P20036
111167	P27815
113155	O43914
127395	Q5FBB7
212475	Q9D0C1
107568	P07510
247836	P97571
110183	Q15334
1776977	F5HDE4
36023	P26637
122502	Q9BQ24
107119	P12645
120273	Q9NX52
116085	Q92496
107105	Q96G01
119097	Q9HBG4
200297	P43120
108201	Q01094
198760	Q06890
112306	P04279
108913	P30793
124114	Q9BXV9
229988	Q5KU39
123872	Q8ND61
126453	Q8N434
115887	O00425
575888	Q5W0B7
114524	O95382
202993	P70700
121863	P58658
127102	Q96MN2
110847	Q12857
608526,129092,1528822,608511,608485,608518,575663,608498,608532,608508,608478,608472	Q5JQC4
275726	Q9USP0
36296	P45978
116663	O94876
116369	O96017
121728	Q9HCG7
203956	P97357
127094	Q8N6L0
113073	Q13507
567998	A6NGR9
207315	P61620
116890	O60291
123845	Q9BYE2
116275	Q9UGQ2
130469	Q8IUE6
203070	O55128
116142	Q9Y6M0
278300	O13902
111132	O60245
121294	Q8IXL6
246575	Q00960
202920	Q9QZS2
230421	Q6P5G0
246478	P04799
33144	P53141
128212	Q8TC90
108512	O75072
121271	Q9GZY8
132114	Q8WVF5
266956	Q811A2
34560	Q12125
117480	Q4AC94
118141	Q8NDV7
121533	Q86WK6
132289	Q8N1K5
131507,1529312	Q7Z6K5
125796	Q8WXH5
214470	Q8CEQ0
114251	Q9Y5Z6
114313	O95460
125910	Q7Z7H8
110198	P23490
117296	P56746
279961	P26306
114566	Q16352
107195	Q9Y236
116153	Q15785
120384	Q8NCN5
31493	Q05949
108369	Q9UBY8
113273	P01282
107889	P07339
197940	Q60994
126070	Q0VDD8
114455	O14617
111089	Q06830
117254	Q9HCN8
109438	P49639
119151	O43323
125598	Q8N2K1
121321	P25106
426098	Q9CWY3
971457	P10193
121558	A9YTQ3
121884	Q9HB40
107007	P38606
118117	Q92485
115774	Q99828
108414	P14921
119368	Q9UI26
122782	Q7L4P6
33667	P47027
115693	O15173
114091	P13164
113366	P63104
122494	Q09666
114105	O00257
214473	Q925E1
124199	Q96QU6
112624	P43308
124976	Q96MC2
229294	Q5PRE5
124059	Q96B36
120609	Q5VYX0
119517	Q9Y221
114106	Q14012
113509	Q14119
129837	Q8N7M2
111320	Q9Y237
115827	P78371
113558	Q9UL36
126262	Q8NEA4
108407	P62508
230667	Q6ZQH8
936860	A6NHQ4
114032	Q13616
32227	Q03973
59810	P32030
113528	O75820
116978	Q9UPY3
116698	Q7Z5K2
130989	A1A519
123171	Q9BT04
111455	Q15319
134822	Q6ZVW7
119366	Q9UBR5
113171	P61077
31932	P01098
129887	A6NNX1
1613731	P97260
182329	P02638
227481	Q91YE3
122525	Q9BVC5
204379	Q9ERD7
198112	P14824
127929	Q8N568
120994	Q6UXH0
107113	P53004
112682	Q15833
116669	O94953
204183	P63058
198756	O08785
111866	Q16576
1776961	Q2HR85
116665	Q9UPW8
203557	Q9Z1Z2
110802	P49821
250090	Q5M824
109436	O43763
127958	Q03936
120845	Q9NVP2
115961	O75679
128442	Q3MIX3
112700	Q09428
109300	P02008
121006	O95445
116524	Q8IWU2
120989	Q9NR19
110268	O15198
34893	P40491
128327	O43151
107191	P10643
120967	Q9NSA0
112257	P80098
122934	Q9H5Z6
124016	Q8WYH8
112609	O76094
201706	P09405
34131	P36108
32249	P14905
114999	Q92610
114593	O14964
108375	P10588
117620	O94766
121815	Q9Y5R8
112455	P36021
201839	O54915
130132	Q8N8Q8
198266	Q9CQD8
206419	Q91YS8
62900	Q24560
121245	Q99687
130191	H3BR10
119691	P15621
138978	P0C1S8
115055	Q14667
201297	P61327
125502	Q8N2G4
111629	P48740
111109	P15863
207997	Q9R1E0
112027	Q8TA86
125878	Q2TAC6
123842	Q8WZ74
115068	Q86TH1
109957	Q9UIX4
109428	P31943
34887	P40486
34712	P33328
128355	Q70Z44
124475	Q96DT0
110573	P43246
111200	Q5T2W1
128927	Q9P0T7
128318	P31941
114546	O43290
116846	O75128
121918	Q7Z4G4
109502	Q7Z444
107774	P43155
125630	Q96NB2
127508	Q96LP2
111923	P48380
107854	P01036
111632	P98073
114363	Q92820
129918	Q66K80
110618	P56278
121825	Q9BRP0
114957	Q15007
125843	Q496H8
125441	Q8WWX8
117982	P49754
119325	Q9Y5U4
112186	P31151
127719	Q96MV8
125863	Q8IYM1
124179	Q9H1E1
110459	P09237
122167	Q9H0V1
1671	P46286
118938	Q9UIV1
117614	Q9UKT6
111031	P41145
125202	Q96FT9
123729	Q9BSD3
107692	P27658
107641	P32248
122372	Q9ULP0
112260	Q99616
198201	Q61599
112136	P62269
545757	G3N131
246969	P09495
116419	Q4L180
112533	O75808
33016	P53053
122603	P78415
113116	Q99614
110616	P00403
119634	Q9UJA5
130880	Q8TDU9
121865	Q9H1K6
132642	Q0VD86
107674	P02452
107152	Q13886
121085	Q9Y5H8
118849	Q9NPJ6
32461	Q04179
124186	Q9BQ08
113474	P58317
107049	Q99933
137457	Q5VUR7
116243	Q9H0M0
124136	Q5TGI0
129700	Q6UWD8
36779	P39954
122047	P30039
121845	O95785
125983	Q8N386
112461	P41440
120041	Q9NXR8
203447	P70124
112699	Q8IYB8
114694	O15213
124552	Q9Y6U3
115869	Q9Y6Y0
124384	Q0VF96
120463	Q9NVS9
108014	P24522
218522	Q8JZP3
107688	P12109
106717	P33897
123223	Q9GZP0
119990	Q6IPW1
32538	Q03390
129830	A6NJB7
35766	P04840
117761	Q96RD0
211894	Q501J6
108024	Q14562
111327	P98161
127702	Q8NHP6
203008	P62849
1776980	Q2HRB2
126295	Q96DE0
125399,1529361	Q96D09
201739	Q60591
123745	Q9H0Y0
113726	Q13772
116409	O95157
114582	O96020
124319	Q96K75
126858	Q6KB66
116331	O94905
112053	P32969
127447	Q17R98
275378	O59816
117238	Q9P0K9
108352	P16452
1172078	P00883
123799	Q9BYJ0
220667	Q3UX61
132643	Q6UWF3
108893	P15976
109655	P40305
113561	Q9BRI3
112131	P62249
107251	Q05682
112151	P10301
211377	Q9CYZ2
124315	Q9BXY4
118979	Q9UJV8
276744	O43090
115467	Q9UJS0
35297	P38009
110630	Q13496
120411	Q9NW81
106536	P80404
115380	P57060
197934	P49582
124599	P56704
106826	Q13490
107333	P24863
107667	P09543
275938	P79071
197977	P97490
116211	Q15286
230109	Q3U2E2
32375	Q06676
247139	P35571
261960	Q4VSI4
115335	O43521
228662	Q8BTM8
112915	P07996
115000	Q14164
106869	P15514
32920	P38319
278887	O94238
109533	P25686
117743	Q9NY61
213749	Q9CZT8
125214	Q96EK2
4263550	P36802
117583	Q9Y3M9
122038	Q96FX8
107786	P50238
129025	Q8N3X6
128485	Q8IU89
111310	P11309
110833	Q13562
109131	Q13098
112154	P23921
570105,108847	Q13066
122496	Q9BVQ7
122889	Q96JQ2
215327	Q9D7X3
119963	Q9BXT6
120487	Q96G61
131026	Q2UY09
131424	P51508
